user_id	recommended_items
user_3K7XouWJ	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,YwURIu6eZDCJyuEf,7Gsb7yKtAJNCvWez,8LgQbYbM6Vz2my0y,KKmk2QJLVj2Aqsjg,3shrACNQQ5eeQEAO,EBB7mUheKyVbv6OI,xMkeAOwn6AzEeYGh,FuVju35v7B0jtKeU
user_3KDBtiWm	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,YwURIu6eZDCJyuEf,7Gsb7yKtAJNCvWez,8LgQbYbM6Vz2my0y,3shrACNQQ5eeQEAO,EBB7mUheKyVbv6OI,e8SzjFTY8PQsuSv9,xUUOseyrN2OUkrnA,6YdzDwnoQ34wZoyv
user_3KNh70sk	IREfpmUamciqHH8x,P1tPZWncNUXaUrss,uotFbRp6msEeJtQe,DJleeiA6F0jtZcI1,kvvlQyEs3cfLeD3U,WC01S8G7tdam4z0K,VCu7tdU5zbSiUtg1,l4iB3GBvtNZdg7BQ,JjbBf0D4o6niSkUQ,LIhqjtO03rPzhBFw
user_3KX0tJMJ	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,YwURIu6eZDCJyuEf,e8SzjFTY8PQsuSv9,EBB7mUheKyVbv6OI,7Gsb7yKtAJNCvWez,7PX1VlK5HWCGAoFE,TcUb75QrVdYnF7Jo,yruqkezbERogpi3F,6tNm6X39hx0fsKMS
user_3Kbz1KOV	vkOg9ZAiUgUT87k6,32m5suoC94ytD8Ed,PEeGnNss0SVOpNkN,zz8r9NlX7t11pEw8,p8MuiXa4G1UDMgK0,NCD8XAG4Q0Nbyr0l,7O9eqbTMVRz909ZI,zTwcDYRdJqUg5oVB,cJCwlS2khI5JxzKJ,xupOu9psHLlU8iAa
user_3KnlxQpZ	RWoBwppHn6jNU1GI,JOmGUPAUjElCpzUb,zVNKFvqn2BEHYXTY,D1EvhbEzvAwPoerC,OW73gzsIB0CRrUy8,uRR5Gf0ZgkK1IcTk,5lPeVYnf78m5UpXG,nduKfdhzKxTlvLuj,w4DuXpBVV6TTEWYi,Ce9r9RZQ3Q1YheAi
user_3Ku95yJ6	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,YwURIu6eZDCJyuEf,7Gsb7yKtAJNCvWez,8LgQbYbM6Vz2my0y,3shrACNQQ5eeQEAO,Pf7CTDMAqnLhbcY2,EBB7mUheKyVbv6OI,e8SzjFTY8PQsuSv9,94ZnZpGPvcS2E81V
user_3LKidc9e	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,YwURIu6eZDCJyuEf,7Gsb7yKtAJNCvWez,8LgQbYbM6Vz2my0y,3shrACNQQ5eeQEAO,TPJ4APR5Pcv5OglJ,EBB7mUheKyVbv6OI,xUUOseyrN2OUkrnA,KKmk2QJLVj2Aqsjg
user_3LbbLxi4	vkOg9ZAiUgUT87k6,w7mecs8GtHUCTvR1,punIhlBkwM0vB9oy,PQ5mhrOFLjESPGh5,l2kISVY4j8iz1Gg7,2beKEuw33da5uH6k,32m5suoC94ytD8Ed,HNUD0wU720tV2jyu,kHext4kltqDFZgku,PBB6Cdu9ATmZvpMy
user_3LcB7PkR	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,0247XD85scrr19o0,gi87QwzTUGcL1k1X,xLfIc1W1z09zf31N,OuIw4maKAWR1JKGg,e8SzjFTY8PQsuSv9,u0ecDuMGZxRvVOOV,YwURIu6eZDCJyuEf,DUTXx5hJpLJHU5Ap
user_3LedsehG	0HNuxBP54vQhSmyJ,FEI4yctSyeux0vOb,KJQJ2bjVe7c4ezjz,QFoGHVq3PGSUIZA3,3ZbcYuQtZUtcGtxe,eiSHQDeHyveiqaH5,OG27J86mlmZgBeWO,iUkuEXl5gPKmV74p,MwnVtpCds5ncb4zO,IZ5e0RQWiJalYPeH
user_3LfETMfK	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,YwURIu6eZDCJyuEf,7Gsb7yKtAJNCvWez,8LgQbYbM6Vz2my0y,3shrACNQQ5eeQEAO,EBB7mUheKyVbv6OI,FuVju35v7B0jtKeU,KKmk2QJLVj2Aqsjg,e8SzjFTY8PQsuSv9
user_3Mli1B8W	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,YwURIu6eZDCJyuEf,7Gsb7yKtAJNCvWez,8LgQbYbM6Vz2my0y,3shrACNQQ5eeQEAO,EBB7mUheKyVbv6OI,FuVju35v7B0jtKeU,KKmk2QJLVj2Aqsjg,e8SzjFTY8PQsuSv9
user_3N3aUqOC	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,YwURIu6eZDCJyuEf,7Gsb7yKtAJNCvWez,8LgQbYbM6Vz2my0y,3shrACNQQ5eeQEAO,e8SzjFTY8PQsuSv9,EBB7mUheKyVbv6OI,7PX1VlK5HWCGAoFE,KKmk2QJLVj2Aqsjg
user_3N5xIuVu	bOSjXfoFEmCDmmV1,LSwhZomTs2d14sFn,nWoM0Yr9MoRGZYfY,In9jXTxDCdjje3WW,XN2ly2N4fm1Oqhvm,s9haFHY60a4PJDdq,IAz03CqoKNkuARqk,EGaTpU0fnS0Eg5Mb,b8FZkLZo5cRh4lh6,OoSURgbmvS0HiRIQ
user_3NJLkhjo	32m5suoC94ytD8Ed,D3bTn3ZNBGoZ2fV1,YwURIu6eZDCJyuEf,vkOg9ZAiUgUT87k6,iioxNHQSzVB0cAz4,3G6YdquxUGPnpubQ,8W03GdF2ZAAvMFPP,z4fub8TfZbLiHEg4,Zjhi9O2AHXn0zM7Q,8LgQbYbM6Vz2my0y
user_3NKQXYFd	rZTaQ73HsP9emGs8,32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,ceErjDDcELWE7iAd,eBb9wZFDI4qevHZC,frSRkpYb2enWFSIh,MNwvBqxJEZ43Nmln,hwHFQA4tzKMLl2KL,w0DRBn09JGf00jeH,2iX7eXI49rkuSUbo
user_3NPBPS5e	WyMaf2bio9jVjs3L,aEiRVX9CqdqoYi3n,AuaznoVA3kmz69ny,UgDdNQH7NSCRmf1C,LBWL612A4659aB8u,CJ24OZ0MKZKUw60z,Kvp8wZtR9LK17idI,evKTOc5UnhNZ5Com,AxjbUC4pPgKF1h2z,8HSf0zHdb0G5lR0N
user_3OFZNOmL	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,YwURIu6eZDCJyuEf,7Gsb7yKtAJNCvWez,e8SzjFTY8PQsuSv9,EBB7mUheKyVbv6OI,7PX1VlK5HWCGAoFE,8LgQbYbM6Vz2my0y,6tNm6X39hx0fsKMS,3shrACNQQ5eeQEAO
user_3OIghAyG	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,YwURIu6eZDCJyuEf,7Gsb7yKtAJNCvWez,8LgQbYbM6Vz2my0y,3shrACNQQ5eeQEAO,TaKdPec97u1C878K,EBB7mUheKyVbv6OI,xUUOseyrN2OUkrnA,6YdzDwnoQ34wZoyv
user_3OU6Dx9B	xFHmLuGPrHQpfw5b,ps4JXQQ4znvN9Xg6,M30BfNi0w6cuxcOL,1oMD3o9QndbDBkrW,h9fSXd71mSEHzXn1,KZS5qRJfC5PVV72J,2WrsqxhThQJK3oNr,7epZwr9KeZp7Mw4W,B7fSYIXwFR1On51L,amyrwqmuHdsLZV2d
user_3P7I1l8T	vkOg9ZAiUgUT87k6,32m5suoC94ytD8Ed,e8SzjFTY8PQsuSv9,6tNm6X39hx0fsKMS,7PX1VlK5HWCGAoFE,DDWsvUWLCl8gpWpA,YwURIu6eZDCJyuEf,EBB7mUheKyVbv6OI,lzcGLtFrXW6M9Gd4,Tcpd8W1qdOHIydAc
user_3P9wulaV	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,6tNm6X39hx0fsKMS,YwURIu6eZDCJyuEf,EBB7mUheKyVbv6OI,e8SzjFTY8PQsuSv9,yruqkezbERogpi3F,TcUb75QrVdYnF7Jo,7Gsb7yKtAJNCvWez,YhuXZBiCxjMR4FfQ
user_3PvwScG3	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,e8SzjFTY8PQsuSv9,YwURIu6eZDCJyuEf,EBB7mUheKyVbv6OI,7PX1VlK5HWCGAoFE,7Gsb7yKtAJNCvWez,6tNm6X39hx0fsKMS,DDWsvUWLCl8gpWpA,8LgQbYbM6Vz2my0y
user_3QMuhZrd	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,YwURIu6eZDCJyuEf,7Gsb7yKtAJNCvWez,EBB7mUheKyVbv6OI,e8SzjFTY8PQsuSv9,8LgQbYbM6Vz2my0y,FuVju35v7B0jtKeU,3shrACNQQ5eeQEAO,4Ftif9qQReU76eG4
user_3QiMARHr	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,YwURIu6eZDCJyuEf,7Gsb7yKtAJNCvWez,EBB7mUheKyVbv6OI,e8SzjFTY8PQsuSv9,8LgQbYbM6Vz2my0y,3shrACNQQ5eeQEAO,7PX1VlK5HWCGAoFE,FuVju35v7B0jtKeU
user_3QmGQwNl	iqOKGmogbpUlCpOQ,pRttBJdjMZHDHS0f,Ds8b0E06uxhnSaRG,bn3UhZpJ1v4UCVHk,lqHuc8oCAjXPZB1W,KuJp8w8nOP2TXCNK,jUtP3GTE8sen12Lc,UEyEh9XErIyFq1IW,acwH3glZJGeX6v0v,T6krVA0s4LVnTyT3
user_3Qn9AUwC	32m5suoC94ytD8Ed,48c10ilafPYDEaKl,w0DRBn09JGf00jeH,vkOg9ZAiUgUT87k6,2iX7eXI49rkuSUbo,FrI84HxaDSHxi58E,gwvPArYgGYjVpxjY,umrRdJWS4OmW2Kw9,U7S1dz0bq8sdsH9w,1WZsL8AW2Bl2XJAN
user_3QzpcpJ8	ihCbnsS66TdAqsPZ,XijoqZiHbjyhkbwc,32m5suoC94ytD8Ed,md76eMMjsfpweHTK,iNUBcQcRS7n8QK9q,Hn2BLldfA4oQJcvY,L6LpZBjwYPWhQ6FL,EMk8hdV9zpyiy5iJ,0qiGKEtRzNHPAH4f,FEI4yctSyeux0vOb
user_3REhS7Nm	2wq4LkRnQae1ASuG,giZsoAPz1wRPqPfA,wJlFV9up9jdvoec2,6Z9CErhLriJO7WDV,A5v7kBTjtG3zNKX1,srm2EOdCcv8pTERQ,OeHaD6VHW217p603,sqOOQ5Biw4205GcJ,DAyIiLAXImnqbwUm,0Sc2RuEeQcZWzKko
user_3RSLESa7	punIhlBkwM0vB9oy,w7mecs8GtHUCTvR1,2beKEuw33da5uH6k,l2kISVY4j8iz1Gg7,1K2pmfod8jGXqAa2,HNUD0wU720tV2jyu,0XqU6v83ZMOeh4wc,AEHO95vZyWVOa8E2,FS2f3ubSCSZfY23P,1DfWWCw8vFSLPZoC
user_3SI0Dpla	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,YwURIu6eZDCJyuEf,7Gsb7yKtAJNCvWez,EBB7mUheKyVbv6OI,8LgQbYbM6Vz2my0y,e8SzjFTY8PQsuSv9,yruqkezbERogpi3F,3shrACNQQ5eeQEAO,TcUb75QrVdYnF7Jo
user_3SUE2bAh	LNJTxgURzQ1Jgltm,Gw08kTvWmOgb8Qbn,5q6X4FE8cznbvHmX,bLHxSmZi818dFt7l,pw4bTPwDmmL956Cg,6Fx1S9wbap3tZcmY,lXiNoM6upktOwoQJ,AA8CrAI0nEx4kQg5,IEpR30rm8TXQcc6X,eA6hvYcdJJClByhR
user_3SmnspLs	vkOg9ZAiUgUT87k6,32m5suoC94ytD8Ed,YwURIu6eZDCJyuEf,EBB7mUheKyVbv6OI,FuVju35v7B0jtKeU,6tNm6X39hx0fsKMS,kBr0IldeL8nPVe8B,7Gsb7yKtAJNCvWez,e8SzjFTY8PQsuSv9,h6zCj4YI5L2BkOVJ
user_3TcUpeRL	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,YwURIu6eZDCJyuEf,ye6SUPDliXCR2kMs,VrcuQyq4bKCHc54l,7Gsb7yKtAJNCvWez,NeiQXDjkqQXiLxcR,IhyQ1DnEWPcREULQ,6YdzDwnoQ34wZoyv,8LgQbYbM6Vz2my0y
user_3Tf4zpZg	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,YwURIu6eZDCJyuEf,7Gsb7yKtAJNCvWez,e8SzjFTY8PQsuSv9,8LgQbYbM6Vz2my0y,EBB7mUheKyVbv6OI,3shrACNQQ5eeQEAO,FuVju35v7B0jtKeU,7PX1VlK5HWCGAoFE
user_3U0nfKsC	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,YwURIu6eZDCJyuEf,7Gsb7yKtAJNCvWez,8LgQbYbM6Vz2my0y,3shrACNQQ5eeQEAO,Pf7CTDMAqnLhbcY2,FuVju35v7B0jtKeU,EBB7mUheKyVbv6OI,YhuXZBiCxjMR4FfQ
user_3U6hWblL	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,YwURIu6eZDCJyuEf,7Gsb7yKtAJNCvWez,8LgQbYbM6Vz2my0y,3shrACNQQ5eeQEAO,EBB7mUheKyVbv6OI,KKmk2QJLVj2Aqsjg,Pf7CTDMAqnLhbcY2,6YdzDwnoQ34wZoyv
user_3UHGeWlX	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,YwURIu6eZDCJyuEf,7Gsb7yKtAJNCvWez,TPJ4APR5Pcv5OglJ,8LgQbYbM6Vz2my0y,EBB7mUheKyVbv6OI,3shrACNQQ5eeQEAO,xMkeAOwn6AzEeYGh,KKmk2QJLVj2Aqsjg
user_3UHKgmqj	Fm4b5cVhIkNgP8ut,hXfAhfZASxIM58LU,AOgZh9rmEMnUyq5j,EeBWLf4b9wqHTIEA,IAERvEKMCfH5M8n6,TwvsV9TLfrpALaQF,jWO0gmJBnKvYY0ud,SEgkWiiw2sUChgqt,yUr7QyMieGv2qywR,EnVla8NznkgEQ2qi
user_3UpgJmuB	61IcvOLSTaC4iI2n,Qwo6Ce595JztwDLJ,jy56B2a4VqX4oQcm,MeoVNMPcBhp6d8av,kRoq6NHGrK0QMoEG,4XKFCph13D2BkGUI,SbjW9P3VH6CZcgEe,nioYkS2ur04s4icz,mDleq6L03t9iEnPt,5eY1RKm4KcBlvJhV
user_3UzE2jqr	cJCwlS2khI5JxzKJ,pdCwFqLJj9AKbBgI,DNDvGyjrcUCLrpgv,OW73gzsIB0CRrUy8,aiZKoC27yyeUrMuC,XoMG0o4MGJO3IQLm,NCD8XAG4Q0Nbyr0l,dPa2ZmGsMqympPA0,vkOg9ZAiUgUT87k6,HaUHT4EPFg8DOxdl
user_3VJ2IZWE	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,e8SzjFTY8PQsuSv9,YwURIu6eZDCJyuEf,6tNm6X39hx0fsKMS,7PX1VlK5HWCGAoFE,DDWsvUWLCl8gpWpA,7Gsb7yKtAJNCvWez,lzcGLtFrXW6M9Gd4,EBB7mUheKyVbv6OI
user_3VMNW452	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,EBB7mUheKyVbv6OI,YhuXZBiCxjMR4FfQ,FuVju35v7B0jtKeU,lZfjkR3dHvnYuBm4,cfOVCWmcABvFyvKo,OK5biFNndHYnWWIB,vU52nk593cIiBSSU,YwURIu6eZDCJyuEf
user_3VMy0XXK	XXVKlAsig6NEUcNS,AEHO95vZyWVOa8E2,FjlX7rjHiuUFzVEO,ZHG5EVREam5TVa5D,OBaUEU94nQS1qRhn,o0TmAD9tlB3NDNYS,cDBVsXA8aI7P5QiL,4nW8lhuzFF4PzNGE,tmOzGAoGeoLuqCAO,nALQJzD1wkTEzan8
user_3Vk2ymYr	TELfB1LQ1PMiN0Oy,LiDWmYNGuurTlX3s,LGjHzSriLGHoNuSG,pNpcTaigMwZYPLOB,cr3NmtFeziSk6G2F,H3ZwzPQHVUqHjeue,3hgBBdARwUEJi87i,EnfX2RAqKLhcF3m3,t9lvC9ihXilPQdOR,yFJX0znuJbSyO7D5
user_3WH7V19l	NtEC1DQEHapJbRH8,WcSqu56obXEyAH0V,gmVP4VHPCqSBZm2e,Rx2HFPaYsun0AV2z,bnRO243qtxPadgyf,dXtgCtcfjn4H6riH,0FEO2NbN1CfEKW1b,ChSEXvmXtN88mt9E,1A2AXViQVzCm1APB,iUThBuEQKSp0cPaO
user_3WSsMZeW	vkOg9ZAiUgUT87k6,32m5suoC94ytD8Ed,kBr0IldeL8nPVe8B,kfiD4pEhO7oZ1gFm,FuVju35v7B0jtKeU,YwURIu6eZDCJyuEf,6tNm6X39hx0fsKMS,EBB7mUheKyVbv6OI,uXSJOjKj5RvATUrT,e8SzjFTY8PQsuSv9
user_3WWSkA4k	qGqEAByvmyjIkeZM,vSzHnSxb0rNkAOzI,gjiAg6Nw9q9XQSWn,RRJlddAtuBMWrXlp,HCmN7jLgTjYJPkkT,r0K2q1d04AxyJBxX,x9R26AgucbcLbLBj,t8ofFzvVq8GGzayy,Vt2bBpHoRCo3vwlT,Faxh5uvabd1Tqtz4
user_3WttDyPU	53ORjAYX6B2E4J9q,OED6tDqoDRXyUbrd,AFMlSq8IrzWMmECT,Vau8uKDEgGIfwLbL,q717pY4JMpyM6k0c,9QKBKvA2Kb2nQsqK,a6t6utBF2H8SHGs0,XjVeahG29i34auSX,80TfhhYDqDg2SC4c,1v3FdjGxhYmKkiKM
user_3X1ED9nI	32m5suoC94ytD8Ed,7Gsb7yKtAJNCvWez,YwURIu6eZDCJyuEf,3shrACNQQ5eeQEAO,8LgQbYbM6Vz2my0y,vkOg9ZAiUgUT87k6,VrcuQyq4bKCHc54l,KnMItrBYhHFixzJT,EQeRaQuzupJSeJYX,36FC4GH5KFbHJKPW
user_3XJzI1tK	IOqKsQoDKj11EeOi,stG4LEwT80Sqeg4g,m54euAi1ICj44AHE,9YW4JrQ95J8oyOa7,YiPcwd4uz9S23qCi,lqI8Qkb6imZ9vELk,ajQmvmmeikU7VUEi,VuPLiQTi2C7QOdjf,Lie9bCQqimCeH8W7,WjAQfT9y9XGE2fAS
user_3Xe6gX6Q	GYB3RV47EOGDwGcJ,tUqnTHaoeYGZZGNH,hIJHQpYv0NoPbJca,ZaGWBndaC7OqfFVo,jlO0Xb5U5pE8bUgY,btxFhAJuwKD1b6Tu,LkpZOWQt3SGE01IR,MwnVtpCds5ncb4zO,TicIVjUI2VKrl7Vb,6prZl5p9Hy4t9eul
user_3XfebNkx	vkOg9ZAiUgUT87k6,32m5suoC94ytD8Ed,YwURIu6eZDCJyuEf,7Gsb7yKtAJNCvWez,kBr0IldeL8nPVe8B,e8SzjFTY8PQsuSv9,FuVju35v7B0jtKeU,EBB7mUheKyVbv6OI,8LgQbYbM6Vz2my0y,YhuXZBiCxjMR4FfQ
user_3XjUyPpm	7PX1VlK5HWCGAoFE,e8SzjFTY8PQsuSv9,6tNm6X39hx0fsKMS,DDWsvUWLCl8gpWpA,Tcpd8W1qdOHIydAc,vkOg9ZAiUgUT87k6,32m5suoC94ytD8Ed,lzcGLtFrXW6M9Gd4,z1yQsZtnoyBC9ir1,k4vVDoXGV9iyDOq0
user_3Xzxrg8t	vkOg9ZAiUgUT87k6,32m5suoC94ytD8Ed,YwURIu6eZDCJyuEf,7Gsb7yKtAJNCvWez,8LgQbYbM6Vz2my0y,3shrACNQQ5eeQEAO,e8SzjFTY8PQsuSv9,EBB7mUheKyVbv6OI,7PX1VlK5HWCGAoFE,xUUOseyrN2OUkrnA
user_3YVkjhHT	DNfSafYh6hSSFOMx,ERCq1RZVZIvBMVIj,fjj5CtFxmUFvUNul,wiyrVIROc4xqlvih,Ag7BgvJHcQi1ecIA,yZy9sK14TVGp5WQu,1y8tc71GFTzBgX1C,9eWPkWB3oC5xFbUe,HhkNFzWHiGPft9UF,N9L9APuKP4PGuQ2p
user_3YZXDQK0	vkOg9ZAiUgUT87k6,32m5suoC94ytD8Ed,w7mecs8GtHUCTvR1,2beKEuw33da5uH6k,AEHO95vZyWVOa8E2,EWuwnlfNUZaBiZTx,punIhlBkwM0vB9oy,YwURIu6eZDCJyuEf,PQ5mhrOFLjESPGh5,15hcBfdPhrtLVay2
user_3Z9cKseH	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,e8SzjFTY8PQsuSv9,YwURIu6eZDCJyuEf,7PX1VlK5HWCGAoFE,7Gsb7yKtAJNCvWez,EBB7mUheKyVbv6OI,DDWsvUWLCl8gpWpA,6tNm6X39hx0fsKMS,8LgQbYbM6Vz2my0y
user_3ZdEcWC2	Ds8b0E06uxhnSaRG,pRttBJdjMZHDHS0f,XEgjq0W8SPZlkVJ9,iqOKGmogbpUlCpOQ,bR9mjL2mauaqun7m,TiY3mf7XSgk1YVto,LRFl10UsyjtvI1MW,7PGkgTmLsZTdXdzF,2qdapK22Eb2cdvDV,mCX6wMKEj9QdWBxk
user_3a41kks6	G4RPUBoKN4qnmvlJ,lGFKMyrg6BREh6A7,Nmm0tmuVTDO9WOaO,fkfW3eRbmCoocWOB,WvXr0HSDhGK7ZtG6,xOhW7C9cr7HUw9eT,HZ8RCBKBPjMPVBKL,tsOUZzPJ1xnqMn9O,nB9naJzKwzBMnc0R,nnoy5uLMDzAmZ2ac
user_3a7z2N2I	VH34X9bdxH42LkNK,HVjDsbORJYpNyLcL,KwzIVS541vn4OGJL,7S8LsDYVR7fBGdoO,2gWzWRdt1gFWbI4X,b42nsR1q1wknjTsb,RC9UHcRQXhBIU6dd,E16GYPj4YLAh86sN,G2mmhKS4UndqHu20,TvqgHaus4aGWZJKe
user_3aRDT7JK	RTaZsfu4hQWfAgTc,V9weUlcyzPJ2qbRn,h5OaEkkh6ecTJnhr,iG08erB29FQPP1J3,mExIQ6BFN0Ucwsf4,3ex7QEcWR0QXI7U2,pX877XjZZoXvyhP4,zOzY7TnG2tTeJLZp,X6qmtwjmIvYzwQsr,NDbXtrf4keCxQ7YB
user_3b98Xm2L	8xmSEt7LKad41sXC,rFSozk04fLjG9WJG,UACKXAbwAnPVK1kk,U38V9jUK8LHoZBad,hNID1ZjLfNQs5pzO,GDBuGBwaPouVPFb5,IWztnbqHy53R6ymZ,sVr3K3FheHixZ2sB,s7xXcdKQaxeEQgjh,Rhbv5reCVkwZIIx7
user_3cXxbGdr	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,48c10ilafPYDEaKl,rZTaQ73HsP9emGs8,5a88nuWH641sE63O,9D9XV83huXX44IB4,2iX7eXI49rkuSUbo,stmvJR8XwU72o8AI,KnMItrBYhHFixzJT,8oCNU9rPcvqM8AWS
user_3chTc2HU	ecwHd11oQZhZ3JWk,ps4JXQQ4znvN9Xg6,M30BfNi0w6cuxcOL,vkOg9ZAiUgUT87k6,h9fSXd71mSEHzXn1,amyrwqmuHdsLZV2d,7epZwr9KeZp7Mw4W,2WrsqxhThQJK3oNr,MhaJlcqh3873NvzF,jGDVB3pZN4OK3jEL
user_3cnfTNzs	0ARggeKq773sDdau,OX2WoOD3TmrLjBkI,IzO8S0G74LGx4B7C,WnGHeEUToa6Nqobk,L2L9ucNXvtttCwAY,aceXMM0MhtZEMp9J,XfM2iQyW0ZqTN4rI,7Fu7neajC3cOfmtT,oDp3TPhakDLMoNWl,OFqQZNloOKHu3AuG
user_3cpqv908	A5gyWGJEcKLGTWrr,PTsDB7eBqHz6tRyy,5PhwX84iMc9uLKqS,sNFZYswHynJvLSxa,cJDVVYXtWCNRkipo,PGvv1HhNQ8QYOUN3,bZUisxV9elKhNLWh,dAVrDOy7OKH6XlAt,lHL0UrRQ5pCwv5Bn,Tap1IIKRdilbSvJA
user_3cxEirZK	S6Cv7KdXXWVEY2qc,gYg9E10Os9JfZyc2,kF74dGzaDgtd5HEI,VKLKyqBUxhAUSLjD,jPv1Tj4Mgo4l2Oue,AF4WL4HRfgNKMale,8keAhBJumHlc8qe9,wyCkCRxYJIcrpP4X,Sr45BCLzEVOC2Ks4,36ujJOdGQv5FACcs
user_3cze513E	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,YwURIu6eZDCJyuEf,7Gsb7yKtAJNCvWez,8LgQbYbM6Vz2my0y,3shrACNQQ5eeQEAO,EBB7mUheKyVbv6OI,FuVju35v7B0jtKeU,e8SzjFTY8PQsuSv9,xUUOseyrN2OUkrnA
user_3dEDuryL	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,punIhlBkwM0vB9oy,7Gsb7yKtAJNCvWez,YwURIu6eZDCJyuEf,w7mecs8GtHUCTvR1,8LgQbYbM6Vz2my0y,1K2pmfod8jGXqAa2,3shrACNQQ5eeQEAO,FS2f3ubSCSZfY23P
user_3dW5KbDl	vkOg9ZAiUgUT87k6,32m5suoC94ytD8Ed,YwURIu6eZDCJyuEf,PzlanGQDZVGnYPFR,xOyScgiztu4p6Jgk,GkxiVnqXowBSC6Yx,EyWqJO8veHuuKwc8,GneYiBQdZTOPRaVg,COMGz452z4yxC8Sx,kBr0IldeL8nPVe8B
user_3dZyrXc6	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,YwURIu6eZDCJyuEf,e8SzjFTY8PQsuSv9,7Gsb7yKtAJNCvWez,EBB7mUheKyVbv6OI,8LgQbYbM6Vz2my0y,7PX1VlK5HWCGAoFE,3shrACNQQ5eeQEAO,KKmk2QJLVj2Aqsjg
user_3dk20KYn	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,YwURIu6eZDCJyuEf,7Gsb7yKtAJNCvWez,e8SzjFTY8PQsuSv9,EBB7mUheKyVbv6OI,8LgQbYbM6Vz2my0y,3shrACNQQ5eeQEAO,7PX1VlK5HWCGAoFE,KKmk2QJLVj2Aqsjg
user_3dwXV7EH	hlVW2W9p0wF8iCku,1oMD3o9QndbDBkrW,xFHmLuGPrHQpfw5b,zoN7SqCa6qkxSC5A,h9fSXd71mSEHzXn1,KZS5qRJfC5PVV72J,M30BfNi0w6cuxcOL,LW80GVfhaoN9iOMz,dYqf5QnXZlG6z4LK,UCzgloLcxOIBJIcZ
user_3e5e6PVx	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,YwURIu6eZDCJyuEf,e8SzjFTY8PQsuSv9,7Gsb7yKtAJNCvWez,EBB7mUheKyVbv6OI,8LgQbYbM6Vz2my0y,7PX1VlK5HWCGAoFE,3shrACNQQ5eeQEAO,yruqkezbERogpi3F
user_3eQ288hp	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,YwURIu6eZDCJyuEf,7Gsb7yKtAJNCvWez,8LgQbYbM6Vz2my0y,e8SzjFTY8PQsuSv9,3shrACNQQ5eeQEAO,EBB7mUheKyVbv6OI,FuVju35v7B0jtKeU,Pf7CTDMAqnLhbcY2
user_3exo97C8	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,YwURIu6eZDCJyuEf,MwnVtpCds5ncb4zO,XdMAiUWFbd7FzJcd,7Gsb7yKtAJNCvWez,FEI4yctSyeux0vOb,kfiD4pEhO7oZ1gFm,fVau64tLkXfmkKLr,KJQJ2bjVe7c4ezjz
user_3eyVqFrG	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,YwURIu6eZDCJyuEf,e8SzjFTY8PQsuSv9,EBB7mUheKyVbv6OI,7Gsb7yKtAJNCvWez,6tNm6X39hx0fsKMS,FuVju35v7B0jtKeU,8LgQbYbM6Vz2my0y,rbNba9o60sGjKLmh
user_3f212Lb1	32m5suoC94ytD8Ed,vkOg9ZAiUgUT87k6,YwURIu6eZDCJyuEf,7Gsb7yKtAJNCvWez,8LgQbYbM6Vz2my0y,3shrACNQQ5eeQEAO,EBB7mUheKyVbv6OI,e8SzjFTY8PQsuSv9,WKyCsBapY2WHXean,JOmGUPAUjElCpzUb
