id	highest_gem
BTh29tDGLn9deIf8	6
BTi9LtASz55cl9E3	2
BTjDnRWq6IUOtvO0	8
BTl3gRS3FekX3p8q	8
BTnVhiLl5fwmMiV6	8
BTnugZAXMZpeDYP6	7
BTrzPIv8Tby2U39g	2
BTs9roT3cFKEW8yL	2
BTwChLSpINEOSU5c	2
BTyUOKqBsESKaVOa	8
BU1utn4RQ7QYZUMq	7
BU2nmALmTgGkbwWW	8
BU5cQ1aZPcPGzZqM	8
BUAls9Hj8yyX2ioG	8
BUEJyGwEqOp4cvwY	8
BUEy066Pz0troIB8	6
BUHsFIegqrxW69JK	8
BUL6RzlljNaf6S3T	7
BUL8DVr0KsS7IPRP	7
BUMmoGz8jCvLSnWo	8
BUWQDylXrTV0NQaV	5
BUXqmljL6KIwvbxK	5
BUao0iyZWH60LSfo	8
BUb5SzSK3QgyG5GR	8
BUcsjHtMXdSKdo4y	2
BUdQMOXIDfvs1xIy	7
BUe8gfPejhsNjNmJ	6
BUhXgdJDkdTzRJLg	8
BUiA38GfdEWRaBIZ	8
BUjyVaPIcnN0c04p	8
BUk8ydUt6DDjltfJ	7
BUmKWu7Khd4VxQFm	8
BUoXUWfrfsKooQyy	2
BUrcAAJmAU5Jdpmm	8
BUrpdmdPzDqsWqoV	8
BUug1DkWRK0m6gK6	8
BUuoaQWXJ1QxJl5o	7
BUut3Yqr5Bp8SflF	5
BUvKyDWH9YSU96UC	8
BUxWVLrpCkuPRd9W	8
BUySRY4JdkrMpLpo	5
BV03nCMAXvosZWi7	2
BV5aZd8ZACEwaMyi	2
BV7fsiwQSW16ZckX	8
BVAQ37iolC7old1k	8
BVFpCGmLwWbJL3or	5
BVHQTf26BaHOM6G0	2
BVKcNO11PPU8JrMT	5
BVSA31vXjQYALA8K	7
BVSMNFWEujhbNAb0	5
BVT89MHFuSJmmrke	2
BVTUK6Jv8waga9UP	7
BVTYEKKkrEAiB0Uh	8
BVWV9Kuk6IdiJ6Ny	8
BVbbes94292zqseb	8
BVdMKc1GqmsDZGkf	8
BVgBHTNotcNHsc7D	7
BVj71rDq8FywXWv9	8
BVkUzUcwzeBdliTk	8
BVksBPXe3l1wKvEX	4
BVkxJxhy8FTBoK42	2
BVmUQiszc1ZaLBPS	2
BVpKwsRkNsFTpuVI	8
BVpOTtDacgBxeuPV	7
BVpvF2tJDo0PC9ko	8
BVqetHrVzLhSHs1P	7
BVqxC4Rk9avV0uoU	8
BVsxxE6C1APYVLd4	8
BVtX9lBH0tv9VlzK	4
BVuqsLo9r2LAS65Z	8
BVvwsF1VWCttLhI7	2
BVzfFIM4qPr3YDhU	6
BVzwI9Fac1PpTV3N	7
BVzwgVKIBBxnCcAq	6
BW5jxrRxUQO0azCv	8
BW6akQd39yVFmRsY	8
BW7cSvEgVW0EIMw4	8
BW87tIgoYTnn0orG	2
BWAHQPd8qFBflffY	8
BWBrwEfzmi64Jg8B	7
BWJgyE6ab2rbfuWT	2
BWLV3WmTiQ3sF1Sl	8
BWMfCei1dDyDOyyi	4
BWO6sVHhDtdZMJPF	4
BWQsEIbKPx7win2L	8
BWRC2DOqIjzYH8QL	5
BWTRDAbVqXdP9KMG	8
BWXmWYy4pw9AkD3n	6
BWbCAIWtpSiAEfOh	8
BWd8gG6PL4zgbBZJ	8
BWiXjC819DpXAPxy	7
BWlUcHYWjiuhusdx	7
BWm3su3nbZS72Vax	8
BWnaVLprcipi4GUe	8
BWnqwlSXVsglw4Nf	7
BWo7HjHiYl0ox2Jh	8
BWosSmvfSHConDD4	8
BWt8XUsKMKXsV6yf	8
BX0dpV484MM68gty	7
BX3GBHW2SaIAi7v6	2
BX4cSwryt167mDtR	6
BX7jubmUk9FgMxmO	7
BX9KVgjYfdeGG4oT	8
BXFOvLE9YPC48yrl	4
BXHZUBzKU0VqjYfH	4
BXITQrvkiFgIsmdK	7
BXIULhqMLANkVNMC	6
BXLuxmOENTkKfhgT	7
BXLwHdIYcDRPudxK	8
BXSUY4vXPJKGFG1e	7
BXTdmOHBoNpJziFK	8
BXbUGQH2dmKuESz4	7
BXcUs1a7lXFnkTsa	7
BXhJ4oTtZIg4GXjA	8
BXha459twBUvbOCm	8
BXjJOy3CooLxDWEz	8
BXjx18pSQWt5NfDH	7
BXqHV8KVNnbpfVQ0	8
BXqpNpsVRmXNRS4F	5
BXr3gX3YGptvbr8d	5
BXr7T63qVBJPhicS	6
BXrNKlW3BFSVKxrf	2
BXwILIhQvDBMr0Bn	2
BXyymPVGB8dwET9W	1
BY0xPvwDYxMBNDK4	2
BY4KOyQTnm0coPoY	2
BY5wBWY7C0H41a1I	5
BY6NhgTfAoDzsOID	5
BY7F5qOjlrhb6n6l	8
BY9fQ369KXuBbgeU	6
BYG88695cmOmyP4Q	5
BYGEzspqV3EiSOhc	4
BYGvy37svbwvzz5E	2
BYIRDh9SzGRsZemj	8
BYPIcwkwXt2cBFjU	8
BYQVgfxHs23QiLta	2
BYUL52XrTxoGybsr	8
BYVl6MU22crpi92Q	8
BYWR6kKPBWeRC237	7
BYaJnRvHlIvRgGsG	6
BYaeVni5KtcVqx6E	8
BYcYHdT3yPrE28bT	2
BYe5LYdYIKDzf7rT	7
BYeHqTXnpNuF0qKQ	6
BYkRNX8joPIvrmLu	7
BYpvyewA6a51A1U6	8
BYtTxB48AWlun5ax	8
BYuN0GHtHppHIwlM	8
BYxgMVGvU3WTNA2q	5
BZ2uxq6Y2199v6AM	8
BZ6kbtsviQ186a9Y	5
BZ8lzbV6UVqOgPhP	7
BZA8w6ARTGYCfU5J	7
BZAvr50lhnqIlJI0	8
BZGt2xo3Y79isgEk	8
BZL8tLuQlZs0evuM	4
BZQjKNpASJQ50IeP	7
BZR5COFeUjA8hrNM	8
BZRLcghyu0eSrkV6	8
BZTFkKJTAh3vGAoa	8
BZVHeXsy7Tg6chQG	5
BZW2iuEz4vaooKg6	7
BZXfFUrgE7NAy79x	8
BZakloGdnnzc7Kau	7
BZc66Wq43MtUYCtN	6
BZcDo2NNj49aL5SV	6
BZiW7ZLQlYzPZxZ3	4
BZjMcOr0dmzIBHYH	6
BZlbCS2UDWXcP57O	2
BZnv69pOttiLNMUu	8
BZxRPuFl5kkpZwnh	5
BZxyoMk3JuiWgWhp	2
BZzTuozmZQuTfzsk	6
Ba5jGkW4PHSICsLn	3
Ba6rD339QuwNpKTJ	7
Ba8f8pz4fmEHEwEu	8
BaB0JtTOxyfPlRLB	7
BaDbfp5ioV2dlU6W	8
BaG3ZT0RXet65LKr	8
BaLS2kfVNuz5bd6x	6
BaOnZmGW53SX6vDL	2
BaOvc3pFi9txcOi8	6
BaROhIYgnFW1LDDy	8
BaRcznT3WKwkIdME	2
BaTZLcJR64xO1xbL	6
BaUAzbBiwwOqN04m	8
BaUfVLKckqwcXhve	2
BaYFn0zsaUTlJ85i	7
BaYvO3l0rIfzRFQf	2
BaZdxhX1WTC3wcce	8
Babz64bWRagT7MCn	8
Baf0fFXCZ55dPeS4	2
BafYxlE6oFaavLhy	6
BahmpKzNbu6q1om0	7
BajuXAK1vYSV9DqI	5
BapjyPwKXfbYlqrZ	8
BareJiVu6cVqDPRM	8
BawAYchSWnyKtc9a	7
BayLn9l6S8bHjlK0	2
Bazvs0LCxtQVDVmU	1
Bb0OhOS5hO0X0raE	8
Bb0q1DVScqWL4dWJ	8
Bb386xg1rEkoRiVw	2
Bb5U6d0xckx9ZLg8	2
Bb5iCUgqk2gAEXxV	8
Bb5xksPgjlpmhzVd	8
Bb6H8Mp6dLzLHZne	5
Bb9bFivSmSm5Gjzw	4
BbHR0JGQ4cLC15FW	8
BbHhEIs9nkTWLgE4	5
BbIHbVBzSjoyeFsP	8
BbJtPzfvWjP3PU1s	5
BbKMHyiPqBsqLHim	8
BbKec2M1VCoQz3MM	8
BbLDfRmnosBwz4uW	5
BbMXLfsYxlvGHYHH	8
BbNgovUgB3b1X6cq	8
BbO8Y1c0Qsscaq2k	2
BbQUPJtoqH4W1ccX	8
BbQVeEmdpzOjcojv	8
BbUDXeZ2nqTsRjDA	5
BbVVptPERbSlHMqX	8
BbXn79aEP5OhQkhQ	8
BbYi39Dh5WTMRi9D	8
Bbb1wS0iP5IYVxQf	1
BbbUEp3uCehYzbm3	8
BbheZE8AAjcOmyyA	5
BbiEEyC67EnJU6pF	5
BbjrJbLeZjvywX50	8
BbjwoLBQtBZL1YfK	6
BbmkSYUqhBKD5AYi	7
BbpjJBdcbIvcqGQa	7
Bbpk8fjEYZtBhdb0	5
Bbq2yaUVFQWQqG9B	5
BbqCBoseo9p6H5dh	4
BbqDGXjVEGeXJr2f	5
Bbtu5BreCEqk0TDA	7
BbxA5UhNsCR2WUlb	7
Bby09EzLvOZsCzCF	7
Bc0qit4jgLXEJ2h0	8
Bc82jEX9KX2xB9tA	2
Bc9kybJMfWqgnEEd	6
BcBv2GWxQBBsbQ0c	8
BcDZcLLYcTksH4D2	5
BcEbtMyy0dMsElsN	2
BcIq16voO88OdAbL	8
BcJAMFuZasOgG5NH	8
BcKvZm6r6wHzaKvT	7
BcLUyXa4UHthnHgX	4
BcNf66g9kbAGX4ps	8
BcNnskgotmccU7UC	8
BcPKQixR5jvsZ4vI	7
BcPYGP8nowoslBXX	7
BcUFG8raRaDwtAvm	7
BcZO43ox4Z6DZpwU	6
Bca2kFNxJNSgubgP	6
BcdR78dWpNkAtQQo	8
BcdexmBfydo097NL	2
Bch3pmtq6pE5OfoB	5
Bci6mgBUA4IqbG1h	7
Bcix3czO7SFOSuoV	8
BcjtK1M0lPjA3BOi	8
BcldrW60gYDCx9Jz	7
Bcnewcn6I2Qoc2ge	8
Bco6yB0ygDp3BiER	7
Bcob9vmMP4bcVTOd	2
BcslEIaRJBbC41LZ	8
Bcu5LoBHKJGgE3wO	7
BcupIC4PtdCBFWah	6
BcvzLuW0qlQpjrJR	7
BczBpBTVXRKGjML3	7
Bczf1UALMMtUnzXA	8
Bd5PtHwLr09O7iqC	8
Bd7OclOct8gfrUoc	8
Bd97oYkpvCtn72n2	8
BdAWtbWgcasSzoV8	6
BdDBcRfOtaler1Vs	8
BdF6KL3hv3sS5EYV	8
BdHC4UqfO4U2B9Se	8
BdHuN3AkiXAiBqcJ	6
BdJreMbMClMW7Nxx	5
BdMqc0MY5AXiw2Rb	6
BdQ3gThjInrOJNMB	7
BdRNT3nyFJ1xtEAS	5
BdV2d066r7PQ9FqV	7
BdVr31PYhmGs9zid	4
BdWAsZl2MyUM3XKC	8
BdWMpLhbZ3ZjWOoj	8
BdWjKh76B0bDhiGX	8
BdXXtSwMuLYwptyh	7
BdbIraQ3iRFfQqgm	5
Bdgq5Lmr1hcI47ny	7
BdlKCC5nFT0t78qq	7
BdpE84qRXtc9deX6	7
BdpymbAEBAqgBaOr	4
BdsCNsLo6WLaQIr0	5
BdtFrUmsZQkW0WuG	7
BdtfoXq3GEaL5e0Y	8
BdusSffwpf3YvV7h	8
Bdvy0sDs2qWgDWxG	8
BdygmQeTEsFQ0a6Y	8
Bdzj8Dhl7RWMHqA7	8
BdzltfeKCwf2J4Y3	7
Be1AmsfHJ3H8kfAh	8
Be1FRNWOvICgmeXy	2
Be1ULDryqr5zx99P	8
Be30Hf6llwrCOOyg	7
Be3YGDB8c5aGdvYm	8
BeAfXKAOt14LAzlU	6
BeCSii8KgYgxWnsM	8
BeDE74ZYfLLg1HEj	4
BeDV3JPQIqcIaNNa	8
BeENRzQb3Sk6KVfr	8
BeGdBYxk0P4mEVnD	5
BeIzY7a5IpERQbQJ	8
BeLYHGFvPv1kfmvE	8
BeM9jQopehpqBkTM	7
BeNPKFIBE8uu5vVr	8
BeOR6omx5Rp6GyRv	7
BeRa013bDjX66S2p	8
BeTH2qcvvZ501x8H	8
BeVGS7v3hs1ZQ8Go	7
BeVytZFAy1gM82sw	6
BeamYXruVSxpueW7	7
BeaoIJVU2CMaJ9qn	8
BeegFFqQog5rGqyC	2
BegrNkUS3x55W2Oi	2
Bejrs2zLjFOaSJo6	8
BeoaY3fYbDaFmLjN	7
BeqFueRPiZbqOpHD	8
BetEchcPHTXOAsmt	7
BeuOSmbMIsVaYILx	7
BeydSFu7IOak952a	8
BeyuFWgS3LDPoBEf	8
Bez0FCVVBwzMQ20J	8
Bf78RptTqadYWgmP	5
Bf7BDgaZNPM1W1w3	4
Bf8OuoRMnBxCrjqP	2
Bf8mu04cp7cvEh6x	6
BfDAM2OHStFzid5l	6
BfEVnvIhPYmITmTM	6
BfEus5OKim6dsexH	8
BfMAYrqCPDycG1BI	2
BfRVLtJc0t3h1GzJ	6
BfSKeZPjqkRoPbQn	5
BfSs5BIOFlIrgqr6	8
BfUq2AaR67fXs0bw	8
BfZ39n0zflcQvx6g	7
BfaevQx4Q7dXVbbm	8
BflqfMyxrQyJ3ybR	8
Bfolg5fgJETlMss3	7
BfpRjbI56JcLvakz	8
BfrpYBNJO8YLaiGl	8
BftAUJQd5OB7ZWAP	7
BfvIYHctzsxIipn3	6
BfvrPQOKzjT7bkcT	2
BfxW2MPgFwVWJsaL	8
BfxdiQTET2EuItEl	6
Bg4ej8eI0XMAgI9C	5
Bg5l01rtulXUNln0	8
Bg7Ti8ZGLja8v8Tu	8
BgAhHhdXGFOHL3jU	4
BgEiSJr4ho6jBcGh	6
BgF19XpFwxeBMz7X	8
BgItun3CZx5tZ29G	7
BgJ1cVrGwTjDZJaQ	8
BgKZfzFYkXnVrAxo	8
BgKaEGkeKVuUKIxg	4
BgNLqy6Wxty9oltd	8
BgVhiJrCgXpAqiHF	8
BgdHvALGwPqzBFwt	8
BglGB3cIg13ws1JI	7
BglJY7Mm0epOf4qc	8
BgvZwMXrJwvNseVr	7
Bgw2wNNL5qHHjoWW	8
Bgw5wVYtcIVIPSl4	2
BgwI8uZWfZfJYoM6	5
BgyrEWrWsEvdmi2P	7
Bh4iMNXsSwpTFtqy	8
Bh6dTKMfEI0CiqwS	7
Bh8KVsLq3z5Uh1Qo	7
BhAIktxuC1Aj9n5w	8
BhBDZAFhwkG09rH9	8
BhE4sV3hBP4fWRIh	8
BhHuE9FafoRCEJVE	3
BhKHF7usejEhxbsi	8
BhKjLT3jZuh0wQR4	6
BhMYgGwg3CZO5YlI	4
BhPAda5oekJbwY8u	6
BhUE6vXjwoC48F21	4
BhUGtMG2aJcoSWB7	8
BhXMCs1CI9DXha6Y	5
BhbFO6fDwZD9tnla	8
Bhdbb3483ajblH4D	4
BhdmcNOGGEMawXoG	8
Bhe52F1byrm6bUug	8
BhehAWgTHhpkd9s1	8
BhfrlC7czbfxC3FV	6
Bhh5pp4zOim5i1T3	8
BhhQupBN7HavXPLl	7
BhrMH50sPfIMIc4y	7
Bhsdpdf4bFbbdI0T	6
BhygMSYyzsqhPuZk	8
BhyuRoNixKxSBGfA	7
Bi3TLDJR8eer3PtV	8
Bi50zoCxvhIx7sab	5
Bi6lNEzOxpxaAZvT	7
Bi6sozsfvHCoFX5g	8
Bi8rV4DWceD57mY4	8
Bi9DlzuxbLOZiwlO	5
Bi9St5atWyonRuBQ	8
BiBVyTG5KCqvBqNk	5
BiD0yGBqbYwfnYtC	6
BiD43e2EAuFSpGXh	8
BiEE9gLMPY8x6mHr	5
BiHDtTKEDP6eyqDu	6
BiRCzbhADjzWLndz	6
BiRIg3gC11O90eFl	8
BidLGYdeWlJcEKGj	4
Bii1k7kSnTICjSYW	7
BimBalSTEWEDDhRy	5
BimsuUMb4vB5f2KO	8
Biodkb6IbhvouPRg	7
BiqEw6qtCjmeqGwZ	2
Bis7Vi9wEboUQgMk	8
BisFzm2onV9AenR1	7
BivoueuW0MTB3psF	8
Bixw79l8H7gjomKO	8
BiyqVXvUsA04xGA2	8
Bj2LqHNFZXjJBjrf	5
Bj2puKI4mBrtarKZ	2
Bj3a37TR7Wdv9VfP	8
Bj3wHTFzNHqAc6Ch	8
Bj4vrioulaSOPofX	5
Bj5uzlWcmdqBaVnC	7
Bj7xQnhAJvAnxGFx	5
Bj95vlD6x7T28i8k	8
Bj9JgyKhGJJZ96eb	7
BjGQ98JQ2K1lKxBY	5
BjHR27fTG8KEuj5i	7
BjMLUjsvxnTzr9fn	2
BjOWg0OU8FrCLQkn	8
BjQIl7qdNi9pHeL1	8
BjQPyVqJYNIUBIlf	8
BjQavLXa8eEe5dXl	5
BjRqp1bAOFeY2rVJ	2
BjRtmDm6oZVC6nJZ	7
BjS2VzJ5jrlHBYH5	8
BjUQ1uFD4FH7t9KP	5
BjVeJQ4uAoiAOxD1	8
BjXSDfpihIhzuiUU	7
BjbXH8xvX84iN9kA	8
BjgXm1QJfXdkoJ1Y	8
BjgxfyPUm1KNVwf0	1
BjjHIkBQDXX8O8lv	8
BjkX4MbcIY4Xra1v	1
BjklBUM6jgZIfXi0	8
BjnbnEJRxF9pfXbZ	6
BjzVxJJedUixeaMi	8
Bk3QR7PLOkdEH5hs	5
Bk8GOanz19kxdO59	6
Bk8e7jRpQ9dlsJMO	8
BkDScLlP6wIweozP	6
BkEiMHPrYdbWkAW0	8
BkEsitay0bLmFyGd	8
BkFjpdD9Vd7ZRCtb	2
BkGpupFQnxp2ME1l	6
BkHrtiYX1FjKb9Vu	4
BkKnNhOpjREoqM4H	8
BkLX7EGY4bEWcV4O	2
BkLyiaHHuFnt1YB4	2
BkMw48RTN4HwCkwu	8
BkTMH69TjWTfh24G	8
BkTdTDjLs0Aq3eqH	8
BkVVpkykBI9JJRom	7
BkVu9rxRJ19JHqtY	5
BkZe6xROceptrG4Y	7
Bkcd2xuBSDdDgIYD	5
BkerWL3jQBqxFmMd	8
BkiTHr6cvQdFxb53	4
BklUBBHCNF82yfYx	6
BklXJAt8Pqg5es47	8
BkoUjxTdLFYC7paG	8
BkpBnPS0eUeRRX9o	8
BkslJ0H1iQmE71Yo	8
BkyMQuHyc1Y9gTOW	5
BkyPJk87BVhmytgk	8
Bl0vQsDLX18QHXuZ	5
Bl1Jk5y2ShLcBb1M	8
Bl3OhJrv5SiWoX4u	6
Bl5Zy2fyw5ciTPV3	4
Bl6czQtTnahOAg2V	5
Bl6gZZiBDVg9VA7w	7
BlBDpKlug9yMzhvP	8
BlFatGr0Id4RsX9C	5
BlFeGYbmHE0KcRHg	8
BlFrJVdJaVDgjwV9	2
BlK3Fc5mKPsCYudC	8
BlKP09tnyULKCE2M	8
BlNbviOHBHAkwhXK	8
BlP8GHKrJvw7C1mP	2
BlWVbqJS7PgCJz5q	8
BlXaK3swQTv8QhCf	2
BlaVdivWUWeE6Z06	7
BlbzQdbIELEaPZGb	6
BlcnGBKhLxxvArG5	7
BljqGq6ONWJlonBv	8
BlmfG6VDZhitaVPu	8
BlmjeHGKmK2mDKkH	8
BlnJ9zjjX2zZz1JJ	8
BlrOXyyFxhUluJ8d	8
BlwRhLrxxiykx7i5	3
BlwtPDBpbZV0DNku	6
Bly6U0ol56dEGj1a	5
BlyUBjyyZ8wEC4Lg	8
Bm0Bi69ePaKNdI9d	7
Bm0vIo9XAHqdHJDx	6
Bm1gU4JepuZ6gCOS	8
Bm25u5zsRYcIhHoA	8
Bm8XjSrteN4fuYCg	8
Bm8o192FiEnCdFys	8
BmBuUYdNBgUIxUWi	4
BmCysPfkPaCZp4n8	7
BmHDPRlAbAl3bX2p	8
BmL9kGjzgMfV9czT	8
BmMOeqM7SvR6a5ei	6
BmOOtViUgo572pTR	8
BmQEnGEwFdaYAJIf	8
Bmaa3poAZVrAgBRC	5
BmcGObxpBXcUyraj	6
BmekjnciMh5mGvay	7
BmeqIVwczC4gwBZi	7
BmhydZ3c7pi6Dw1p	7
Bmjl8QDanSmXwqF2	8
BmkUq8OokY4zKl4K	8
BmrutAPV8l0l3h5I	5
BmvFTfeetkAJBoOZ	4
BmxcJPDRBvSc725c	8
BmyGIIw6qI5iIRTJ	2
Bn1qvfnK9YJvV07C	4
Bn34K1YbQIzR45gz	5
Bn9Bmxas4DvkqGAm	6
Bn9NOioDZYyA4iSO	8
BnCtxhJYpUy9HiPT	8
BnFGopEXkzvq9hYC	6
BnHouKaP1gYHtX7l	6
BnHp751BdotdifPo	4
BnJF9XpLpBqC9KVB	7
BnKzs5Ex2IzzX8GP	7
BnO9VCXnxSEpDVip	8
BnPdoii4UE39XOo5	8
BnSdaCP55KUmLrXf	8
BnUowhPxwQ5WSoC9	1
BnVErpLZVmQCClUC	7
BnWj780VvxqtYsKO	8
BnYp4etP2rC55iQj	8
BnaEdS7Z9fr38UcW	8
BnblBDLgDM96b34J	6
BncIIelVHjzymmcU	5
Bnfnu6A3kJJya94S	8
BnhSeM3FExsDvhX6	8
BnhfU1ntZoT3Pg5O	2
BniMxcdoTACaTNNo	6
BniwvmQ8Mq9fmpvV	8
BnlmNFFVIIm1arku	8
BnqUcXcx5tB4WMCe	5
BnsNdbRkt7wnoA4R	8
Bnuc0fktAQGhGNni	4
BnvV5muzHXKZlLea	2
BnveYrzeblfm1oaC	6
Bo0pOCM9wWNC8Uvm	8
Bo8FpTTaGWX20eZX	5
BoBjM31aB8h18N2h	2
BoDfJUleKTckWpiW	8
BoEHVTetIrLTdwzb	6
BoFU38mtvRTYx94x	8
BoFcfcmQLe4RFz2e	8
BoH6mvWra81FMlyy	8
BoKiCIfcZ8ROBPbI	5
BoQfw8aGryILFvfN	6
BoUn7M9A6NRECONv	4
BoVlQOZhtz5tTXPO	8
BocIxKuQWSEB3fb9	8
BocW2R5gDhP2uTmn	8
BodfXZ9OKlVkTUf9	6
BofH5aprTZh3ajr7	8
BofsJqKnDP2KeHdE	8
Boitrj8ipVgCM0b9	8
Bol5TNa2K0emmVjU	5
BonFCBGdCbEfRqSo	8
BonFJ9XXtBWICR0b	8
BonLuoUbR1EQsJnA	6
BorZbxsdkSsFMKoR	5
BotzUWGPurJJLQg9	7
BowEKP5LpKdaas3B	8
BozzsRbQFgwHjHHN	2
Bp2C0upIsbgDIj6g	7
Bp5HFacwySiWl8Uc	5
Bp6kaokacHijN0ZM	6
Bp9zBVW7gyBiTzyw	8
BpHLNt8Wr2wHYUTk	8
BpLkjOk9VTD4AENH	8
BpQbG8gd4vRcvUMZ	4
BpQwE9gPwzU05DAe	6
BpVfGnq5f83FKYqq	8
BpVpKyMmVaF68dFE	7
BpVyk2uS569D2XnT	7
BpWTh3pVEYX8Onxj	7
BpbsulC3dsWewzYY	4
BpjWlu3wfOhXXLlo	2
BpkM6Y6dDnuwGPBa	7
BpkXwr0WZNHF3Ef4	8
BpoUzZVtEQ6e0JYl	8
BprOFo1H6hyxIqrA	2
BpsLyy5jObQW3Ljv	1
Bpy4kvM3vQGJwrSN	7
Bq7BImkDQGyyvYvI	7
BqBP8jTYVb4xlqqX	1
BqCKiaxhjKQqVFnz	8
BqFHt7VqvoI6lGS5	1
BqHvtCiLPYlufxee	8
BqLXITszC5W8DN82	8
BqMdwBSopxmBesGx	5
BqN9q6xrn5AmmXE5	2
BqOIA2ta0aa8EZT4	7
BqYmM28iB0FPeLmq	7
BqZ0TLDla6w4ByNp	5
BqZnDosU9FFnmwwI	8
BqaJ707xcKDVXGAj	6
BqahZbjfXdGbLBho	7
Bqf5ZgLSNss8cWY6	5
BqfkPwyi61VT16tq	7
BqgP6zIxmViq4NRR	2
Bqgw6uJ3k0kOsADB	7
BqlzGDNZDX2x4JuS	2
Bqw7QggGdglxwqu4	8
BqwrENiTkn9JELTx	8
Bqxq7JTGUBXTlXBK	8
Bqz1uJF6sGndqR2l	5
Br1mzzZ4kV9gDA6T	7
Br43kpgbUeD8hJOV	7
Br6GxeLQzL3bPmJY	8
Br6MWiVDYVnAABYj	5
Br7PopHF835WuJDF	8
Br8IjdwBksd1Ffxt	8
Br8x0lv4QnA6pnqC	7
Br97y02ef6TphqLf	8
BrDCiibxHTFGqVmB	8
BrDCx0BRBpMF3yPJ	8
BrDKQo2gQvStSlEp	8
BrE3jF3Ebs6g0wUb	2
BrIOfBFD7VnigQFV	5
BrIybqVN8jwIa1gG	5
BrLS1mKWWvxAtOxa	8
BrMk6l4SnNgjd76w	7
BrOy4lQTZtf9xIky	8
BrYExCE9ZoPFRfRZ	8
BrYHku8B9VOOTfm5	5
BrYWUXH7sh94wkKd	4
BrbtRH35jM2wWuHj	8
Brc4tESCctAZvmts	8
BrdEleXYZfjwhvUK	6
Brhmc0AecZxcd8RE	2
Brity0gQtyRfpcqQ	8
BrkGDyvjD2kbg7VW	4
Brnr1h4XPCQznCfB	8
BroFUZwaA6yH5biy	8
BrsGgU1kzFBowbiE	8
BrsHE3J2f6BRmTYZ	5
BruASkl5O0ha4484	8
BrvTa35haI85zylU	2
BrxFdrqmNnFXjiSO	5
Bry3kPAet1TE4Vdi	8
BrzMZAOtYOTAO4YN	8
Bs1tD0H602uLq2FM	8
Bs5bvFNZ7zIC8Djb	7
Bs8fhkTsv3UOomNt	8
BsBajVbxEwoohQ09	2
BsBcxjaQcAsburk5	8
BsFN1V0EoRjz1rNr	2
BsFlFkoTZb6a2frT	8
BsKOYWaNuaU3lECw	8
BsOj3zwO6ZRS7sr1	7
BsVJrb0jvBYMr6KX	2
BsVsxjlg6bHe33dk	8
BsVvVOfaUpWjSkb9	7
BsYBgER6gxF3nrUo	6
BsZfJYJzUcFrH0FX	6
Bsa7rf1BuU4g6xKz	8
BsaUsl1kEJvWsHme	5
BseoDZeuVGpOp5kb	6
BsgRwlLg3FkQqxXn	2
Bsgy81YrVnmqq4MY	7
BshiUZaspfjd1WqT	8
BsjiBoGuWWlLgcH4	5
Bskczhcw4h2DANQt	2
Bslsq4YxQsat3FBf	8
BsnaosHMcQaYRHwc	8
BsohDKrzkP619zz0	8
BsqVQQCgHh1w2FUg	8
BsrWhn36yyloZ8ON	2
BssOqyBIX6Bp4L6x	7
BsuRiCVEYHt6umBF	8
Bsw37Fkx2icLtEKr	8
BswBN2VKF8PHFOLa	7
BszNXfQE6JM9Se2E	6
BsztDgeUHXH5xMdG	8
Bt6yIAMsrIXVRZUM	5
BtAAYz6PTKI8TXoM	5
BtB1imyhgiv2IM4a	7
BtC9pNFSN2PT0ROu	2
BtEGDrhO6jC5EoCx	8
BtI8Hjcplz8zZ8Ut	5
BtMqsXzovF8ErgnV	8
BtNtgl13kRx42Y6A	7
BtPhpQMfvjFb7htX	5
BtQ6PTEfrWyKifnU	7
BtRAMwTbtTFBY8Pv	2
BtSk0jLp5fcL2cWY	8
BtXsBXX0hUvpd8Z2	7
BtZeiRuF5zT5t3VE	8
BtavNEdxuM4OEklo	6
Bte7Q6SO0keQNPbF	2
BtfyfFQXI72yc9ou	6
BthswwIhIGrXFty4	2
BtiCJzwcUImF4qu1	5
BtiK4QNEkUJJlAjb	8
BtjTm1gHyrEWdZlc	6
BtkBv0rmVNef8c8S	2
Btm5Q4wcHEmrY5OE	8
BtmedtQaInOXD91S	5
BtqN61dRGkGXJYtq	2
BtrmgkoQl3pOFrWq	6
Btt0oz86MHzl4obd	7
Btv1v8Yghnu6tDXS	8
Bu0Do5Y31OIUgxnJ	6
Bu1GIjPq54fw5CNZ	8
Bu4FdmjiPhkNTtBr	6
Bu4ZGvj9QVoUl5AR	7
Bu4hZJURVZ8vzS2M	7
Bu6ZtvyvEurjJv3A	5
Bu6d3T8jRnCZqmk4	5
BuAiz6BMuqavpfRo	8
BuBsbHrAvocO3NMN	8
BuEr9AhqIHrlMw2W	6
BuFf8Dei4FeHgG3j	7
BuPBMSCm6zzM92Pj	8
BuPlWmnZzgtcFgl9	5
BuXDF7gbNel0noAb	8
BuYW33fLM69higXE	8
BuZj8LdU6Uval32r	7
BucT7W1UCL0QOahG	8
BucfkMrTk6mTXpX3	7
Bufp4gPl7Wtsc7ks	2
BugznmoOFxwaiFIc	5
BuhmP3osoxMQPGNM	8
BulNLyUT6EYbxXCz	8
BulxtTCG5gZXt9hh	6
Bup9w76KNoJO6AhZ	4
